-28300 -28300 -28300 -28300
-13316 -13316 -13316 -13316
6760 6760 6760 6760
24248 24248 24248 24248
32460 32460 32460 32460
28248 28248 28248 28248
13228 13228 13228 13228
-6860 -6860 -6860 -6860
-24316 -24316 -24316 -24316
-32472 -32472 -32472 -32472
-28200 -28200 -28200 -28200
-13136 -13136 -13136 -13136
6956 6956 6956 6956
24384 24384 24384 24384
32480 32480 32480 32480
28148 28148 28148 28148
13044 13044 13044 13044
-7052 -7052 -7052 -7052
-24452 -24452 -24452 -24452
-32492 -32492 -32492 -32492
-28096 -28096 -28096 -28096
-12952 -12952 -12952 -12952
7152 7152 7152 7152
24516 24516 24516 24516
32500 32500 32500 32500
28048 28048 28048 28048
12860 12860 12860 12860
-7248 -7248 -7248 -7248
-24584 -24584 -24584 -24584
-32508 -32508 -32508 -32508
-27996 -27996 -27996 -27996
-12768 -12768 -12768 -12768
7348 7348 7348 7348
24648 24648 24648 24648
32516 32516 32516 32516
27944 27944 27944 27944
12676 12676 12676 12676
-7444 -7444 -7444 -7444
-24716 -24716 -24716 -24716
-32528 -32528 -32528 -32528
-27892 -27892 -27892 -27892
-12584 -12584 -12584 -12584
7540 7540 7540 7540
24780 24780 24780 24780
32536 32536 32536 32536
27840 27840 27840 27840
12492 12492 12492 12492
-7640 -7640 -7640 -7640
-24844 -24844 -24844 -24844
-32544 -32544 -32544 -32544
-27788 -27788 -27788 -27788
-12396 -12396 -12396 -12396
7736 7736 7736 7736
24908 24908 24908 24908
32548 32548 32548 32548
27736 27736 27736 27736
12304 12304 12304 12304
-7832 -7832 -7832 -7832
-24972 -24972 -24972 -24972
-32556 -32556 -32556 -32556
-27680 -27680 -27680 -27680
-12212 -12212 -12212 -12212
7928 7928 7928 7928
25036 25036 25036 25036
32564 32564 32564 32564
27628 27628 27628 27628
12120 12120 12120 12120
-8028 -8028 -8028 -8028
-25100 -25100 -25100 -25100
-32572 -32572 -32572 -32572
-27572 -27572 -27572 -27572
-12024 -12024 -12024 -12024
8124 8124 8124 8124
25168 25168 25168 25168
32576 32576 32576 32576
27520 27520 27520 27520
11932 11932 11932 11932
-8220 -8220 -8220 -8220
-25228 -25228 -25228 -25228
-32584 -32584 -32584 -32584
-27468 -27468 -27468 -27468
-11840 -11840 -11840 -11840
8320 8320 8320 8320
25292 25292 25292 25292
32588 32588 32588 32588
27412 27412 27412 27412
11744 11744 11744 11744
-8416 -8416 -8416 -8416
-25356 -25356 -25356 -25356
-32592 -32592 -32592 -32592
-27356 -27356 -27356 -27356
-11652 -11652 -11652 -11652
8512 8512 8512 8512
25420 25420 25420 25420
32600 32600 32600 32600
27304 27304 27304 27304
11560 11560 11560 11560
-8608 -8608 -8608 -8608
-25484 -25484 -25484 -25484
-32604 -32604 -32604 -32604
-27248 -27248 -27248 -27248
-11464 -11464 -11464 -11464
8704 8704 8704 8704
25544 25544 25544 25544
32608 32608 32608 32608
27192 27192 27192 27192
11372 11372 11372 11372
-8800 -8800 -8800 -8800
-25608 -25608 -25608 -25608
-32612 -32612 -32612 -32612
-27136 -27136 -27136 -27136
-11276 -11276 -11276 -11276
8900 8900 8900 8900
25668 25668 25668 25668
32616 32616 32616 32616
27080 27080 27080 27080
11184 11184 11184 11184
-8992 -8992 -8992 -8992
-25732 -25732 -25732 -25732
-32620 -32620 -32620 -32620
-27028 -27028 -27028 -27028
-11088 -11088 -11088 -11088
9092 9092 9092 9092
25792 25792 25792 25792
32624 32624 32624 32624
26968 26968 26968 26968
10996 10996 10996 10996
-9184 -9184 -9184 -9184
-25852 -25852 -25852 -25852
-32628 -32628 -32628 -32628
-26912 -26912 -26912 -26912
-10900 -10900 -10900 -10900
9284 9284 9284 9284
25912 25912 25912 25912
32628 32628 32628 32628
26856 26856 26856 26856
10808 10808 10808 10808
-9380 -9380 -9380 -9380
-25976 -25976 -25976 -25976
-32632 -32632 -32632 -32632
-26800 -26800 -26800 -26800
-10712 -10712 -10712 -10712
9472 9472 9472 9472
26036 26036 26036 26036
32632 32632 32632 32632
26744 26744 26744 26744
10616 10616 10616 10616
-9572 -9572 -9572 -9572
-26096 -26096 -26096 -26096
-32636 -32636 -32636 -32636
-26684 -26684 -26684 -26684
-10524 -10524 -10524 -10524
9668 9668 9668 9668
26156 26156 26156 26156
32636 32636 32636 32636
26628 26628 26628 26628
10428 10428 10428 10428
-9760 -9760 -9760 -9760
-26216 -26216 -26216 -26216
-32636 -32636 -32636 -32636
-26568 -26568 -26568 -26568
-10332 -10332 -10332 -10332
9856 9856 9856 9856
26276 26276 26276 26276
32636 32636 32636 32636
26512 26512 26512 26512
10236 10236 10236 10236
-9952 -9952 -9952 -9952
-26332 -26332 -26332 -26332
-32640 -32640 -32640 -32640
-26452 -26452 -26452 -26452
-10144 -10144 -10144 -10144
10048 10048 10048 10048
26392 26392 26392 26392
32640 32640 32640 32640
26392 26392 26392 26392
10048 10048 10048 10048
-10144 -10144 -10144 -10144
-26452 -26452 -26452 -26452
-32640 -32640 -32640 -32640
-26332 -26332 -26332 -26332
-9952 -9952 -9952 -9952
10236 10236 10236 10236
26512 26512 26512 26512
32636 32636 32636 32636
26276 26276 26276 26276
9856 9856 9856 9856
-10332 -10332 -10332 -10332
-26568 -26568 -26568 -26568
-32636 -32636 -32636 -32636
-26216 -26216 -26216 -26216
-9760 -9760 -9760 -9760
10428 10428 10428 10428
26628 26628 26628 26628
32636 32636 32636 32636
26156 26156 26156 26156
9668 9668 9668 9668
-10524 -10524 -10524 -10524
-26684 -26684 -26684 -26684
-32636 -32636 -32636 -32636
-26096 -26096 -26096 -26096
-9572 -9572 -9572 -9572
10616 10616 10616 10616
26744 26744 26744 26744
32632 32632 32632 32632
26036 26036 26036 26036
9472 9472 9472 9472
-10712 -10712 -10712 -10712
-26800 -26800 -26800 -26800
-32632 -32632 -32632 -32632
-25976 -25976 -25976 -25976
-9380 -9380 -9380 -9380
10808 10808 10808 10808
26856 26856 26856 26856
32628 32628 32628 32628
25912 25912 25912 25912
9284 9284 9284 9284
-10900 -10900 -10900 -10900
-26912 -26912 -26912 -26912
-32628 -32628 -32628 -32628
-25852 -25852 -25852 -25852
-9184 -9184 -9184 -9184
10996 10996 10996 10996
26968 26968 26968 26968
32624 32624 32624 32624
25792 25792 25792 25792
9092 9092 9092 9092
-11088 -11088 -11088 -11088
-27028 -27028 -27028 -27028
-32620 -32620 -32620 -32620
-25732 -25732 -25732 -25732
-8992 -8992 -8992 -8992
11184 11184 11184 11184
27080 27080 27080 27080
32616 32616 32616 32616
25668 25668 25668 25668
8900 8900 8900 8900
-11276 -11276 -11276 -11276
-27136 -27136 -27136 -27136
-32612 -32612 -32612 -32612
-25608 -25608 -25608 -25608
-8800 -8800 -8800 -8800
11372 11372 11372 11372
27192 27192 27192 27192
32608 32608 32608 32608
25544 25544 25544 25544
8704 8704 8704 8704
-11464 -11464 -11464 -11464
-27248 -27248 -27248 -27248
-32604 -32604 -32604 -32604
-25484 -25484 -25484 -25484
-8608 -8608 -8608 -8608
11560 11560 11560 11560
27304 27304 27304 27304
32600 32600 32600 32600
25420 25420 25420 25420
8512 8512 8512 8512
-11652 -11652 -11652 -11652
-27356 -27356 -27356 -27356
-32592 -32592 -32592 -32592
-25356 -25356 -25356 -25356
-8416 -8416 -8416 -8416
11744 11744 11744 11744
27412 27412 27412 27412
32588 32588 32588 32588
25292 25292 25292 25292
8320 8320 8320 8320
-11840 -11840 -11840 -11840
-27468 -27468 -27468 -27468
-32584 -32584 -32584 -32584
-25228 -25228 -25228 -25228
-8220 -8220 -8220 -8220
11932 11932 11932 11932
27520 27520 27520 27520
32576 32576 32576 32576
25168 25168 25168 25168
8124 8124 8124 8124
-12024 -12024 -12024 -12024
-27572 -27572 -27572 -27572
-32572 -32572 -32572 -32572
-25100 -25100 -25100 -25100
-8028 -8028 -8028 -8028
12120 12120 12120 12120
27628 27628 27628 27628
32564 32564 32564 32564
25036 25036 25036 25036
7928 7928 7928 7928
-12212 -12212 -12212 -12212
-27680 -27680 -27680 -27680
-32556 -32556 -32556 -32556
-24972 -24972 -24972 -24972
-7832 -7832 -7832 -7832
12304 12304 12304 12304
27736 27736 27736 27736
32548 32548 32548 32548
24908 24908 24908 24908
7736 7736 7736 7736
-12396 -12396 -12396 -12396
-27788 -27788 -27788 -27788
-32544 -32544 -32544 -32544
-24844 -24844 -24844 -24844
-7640 -7640 -7640 -7640
12492 12492 12492 12492
27840 27840 27840 27840
32536 32536 32536 32536
24780 24780 24780 24780
7540 7540 7540 7540
-12584 -12584 -12584 -12584
-27892 -27892 -27892 -27892
-32528 -32528 -32528 -32528
-24716 -24716 -24716 -24716
-7444 -7444 -7444 -7444
12676 12676 12676 12676
27944 27944 27944 27944
32516 32516 32516 32516
24648 24648 24648 24648
7348 7348 7348 7348
-12768 -12768 -12768 -12768
-27996 -27996 -27996 -27996
-32508 -32508 -32508 -32508
-24584 -24584 -24584 -24584
-7248 -7248 -7248 -7248
12860 12860 12860 12860
28048 28048 28048 28048
32500 32500 32500 32500
24516 24516 24516 24516
7152 7152 7152 7152
-12952 -12952 -12952 -12952
-28096 -28096 -28096 -28096
-32492 -32492 -32492 -32492
-24452 -24452 -24452 -24452
-7052 -7052 -7052 -7052
13044 13044 13044 13044
28148 28148 28148 28148
32480 32480 32480 32480
24384 24384 24384 24384
6956 6956 6956 6956
-13136 -13136 -13136 -13136
-28200 -28200 -28200 -28200
-32472 -32472 -32472 -32472
-24316 -24316 -24316 -24316
-6860 -6860 -6860 -6860
13228 13228 13228 13228
28248 28248 28248 28248
32460 32460 32460 32460
24248 24248 24248 24248
6760 6760 6760 6760
-13316 -13316 -13316 -13316
-28300 -28300 -28300 -28300
-32448 -32448 -32448 -32448
-24184 -24184 -24184 -24184
-6660 -6660 -6660 -6660
13408 13408 13408 13408
28348 28348 28348 28348
32440 32440 32440 32440
24116 24116 24116 24116
6564 6564 6564 6564
-13500 -13500 -13500 -13500
-28396 -28396 -28396 -28396
-32428 -32428 -32428 -32428
-24048 -24048 -24048 -24048
-6464 -6464 -6464 -6464
13592 13592 13592 13592
28448 28448 28448 28448
32416 32416 32416 32416
23980 23980 23980 23980
6368 6368 6368 6368
-13684 -13684 -13684 -13684
-28496 -28496 -28496 -28496
-32404 -32404 -32404 -32404
-23912 -23912 -23912 -23912
-6268 -6268 -6268 -6268
13772 13772 13772 13772
28544 28544 28544 28544
32392 32392 32392 32392
23844 23844 23844 23844
6172 6172 6172 6172
-13864 -13864 -13864 -13864
-28592 -28592 -28592 -28592
-32380 -32380 -32380 -32380
-23776 -23776 -23776 -23776
-6072 -6072 -6072 -6072
13956 13956 13956 13956
28640 28640 28640 28640
32368 32368 32368 32368
23708 23708 23708 23708
5972 5972 5972 5972
-14044 -14044 -14044 -14044
-28688 -28688 -28688 -28688
-32356 -32356 -32356 -32356
-23640 -23640 -23640 -23640
-5876 -5876 -5876 -5876
14136 14136 14136 14136
28736 28736 28736 28736
32340 32340 32340 32340
23568 23568 23568 23568
5776 5776 5776 5776
-14224 -14224 -14224 -14224
-28784 -28784 -28784 -28784
-32328 -32328 -32328 -32328
-23500 -23500 -23500 -23500
-5680 -5680 -5680 -5680
14316 14316 14316 14316
28832 28832 28832 28832
32312 32312 32312 32312
23432 23432 23432 23432
5580 5580 5580 5580
-14404 -14404 -14404 -14404
-28876 -28876 -28876 -28876
-32300 -32300 -32300 -32300
-23360 -23360 -23360 -23360
-5480 -5480 -5480 -5480
14496 14496 14496 14496
28924 28924 28924 28924
32284 32284 32284 32284
23288 23288 23288 23288
5384 5384 5384 5384
-14584 -14584 -14584 -14584
-28972 -28972 -28972 -28972
-32268 -32268 -32268 -32268
-23220 -23220 -23220 -23220
-5284 -5284 -5284 -5284
14676 14676 14676 14676
29016 29016 29016 29016
32256 32256 32256 32256
23148 23148 23148 23148
5184 5184 5184 5184
-14764 -14764 -14764 -14764
-29064 -29064 -29064 -29064
-32240 -32240 -32240 -32240
-23080 -23080 -23080 -23080
-5088 -5088 -5088 -5088
14852 14852 14852 14852
29108 29108 29108 29108
32224 32224 32224 32224
23008 23008 23008 23008
4988 4988 4988 4988
-14944 -14944 -14944 -14944
-29152 -29152 -29152 -29152
-32208 -32208 -32208 -32208
-22936 -22936 -22936 -22936
-4888 -4888 -4888 -4888
15032 15032 15032 15032
29196 29196 29196 29196
32192 32192 32192 32192
22864 22864 22864 22864
4788 4788 4788 4788
-15120 -15120 -15120 -15120
-29244 -29244 -29244 -29244
-32176 -32176 -32176 -32176
-22792 -22792 -22792 -22792
-4688 -4688 -4688 -4688
15208 15208 15208 15208
29288 29288 29288 29288
32156 32156 32156 32156
22720 22720 22720 22720
4592 4592 4592 4592
-15296 -15296 -15296 -15296
-29332 -29332 -29332 -29332
-32140 -32140 -32140 -32140
-22652 -22652 -22652 -22652
-4492 -4492 -4492 -4492
15384 15384 15384 15384
29376 29376 29376 29376
32124 32124 32124 32124
22576 22576 22576 22576
4392 4392 4392 4392
-15472 -15472 -15472 -15472
-29420 -29420 -29420 -29420
-32104 -32104 -32104 -32104
-22504 -22504 -22504 -22504
-4292 -4292 -4292 -4292
15560 15560 15560 15560
29460 29460 29460 29460
32088 32088 32088 32088
22432 22432 22432 22432
4192 4192 4192 4192
-15648 -15648 -15648 -15648
-29504 -29504 -29504 -29504
-32068 -32068 -32068 -32068
-22360 -22360 -22360 -22360
-4096 -4096 -4096 -4096
15736 15736 15736 15736
29548 29548 29548 29548
32048 32048 32048 32048
22288 22288 22288 22288
3996 3996 3996 3996
-15824 -15824 -15824 -15824
-29588 -29588 -29588 -29588
-32032 -32032 -32032 -32032
-22212 -22212 -22212 -22212
-3896 -3896 -3896 -3896
15912 15912 15912 15912
29632 29632 29632 29632
32012 32012 32012 32012
22140 22140 22140 22140
3796 3796 3796 3796
-16000 -16000 -16000 -16000
-29672 -29672 -29672 -29672
-31992 -31992 -31992 -31992
-22068 -22068 -22068 -22068
-3696 -3696 -3696 -3696
16088 16088 16088 16088
29716 29716 29716 29716
31972 31972 31972 31972
21992 21992 21992 21992
3596 3596 3596 3596
-16176 -16176 -16176 -16176
-29756 -29756 -29756 -29756
-31952 -31952 -31952 -31952
-21920 -21920 -21920 -21920
-3500 -3500 -3500 -3500
16260 16260 16260 16260
29796 29796 29796 29796
31932 31932 31932 31932
21844 21844 21844 21844
3400 3400 3400 3400
-16348 -16348 -16348 -16348
-29836 -29836 -29836 -29836
-31908 -31908 -31908 -31908
-21768 -21768 -21768 -21768
-3300 -3300 -3300 -3300
16436 16436 16436 16436
29880 29880 29880 29880
31888 31888 31888 31888
21696 21696 21696 21696
3200 3200 3200 3200
-16520 -16520 -16520 -16520
-29920 -29920 -29920 -29920
-31868 -31868 -31868 -31868
-21620 -21620 -21620 -21620
-3100 -3100 -3100 -3100
16608 16608 16608 16608
29960 29960 29960 29960
31844 31844 31844 31844
21544 21544 21544 21544
3000 3000 3000 3000
-16692 -16692 -16692 -16692
-30000 -30000 -30000 -30000
-31824 -31824 -31824 -31824
-21468 -21468 -21468 -21468
-2900 -2900 -2900 -2900
16780 16780 16780 16780
30036 30036 30036 30036
31800 31800 31800 31800
21396 21396 21396 21396
2800 2800 2800 2800
-16864 -16864 -16864 -16864
-30076 -30076 -30076 -30076
-31776 -31776 -31776 -31776
-21320 -21320 -21320 -21320
-2700 -2700 -2700 -2700
16952 16952 16952 16952
30116 30116 30116 30116
31756 31756 31756 31756
21244 21244 21244 21244
2600 2600 2600 2600
-17036 -17036 -17036 -17036
-30152 -30152 -30152 -30152
-31732 -31732 -31732 -31732
-21164 -21164 -21164 -21164
-2500 -2500 -2500 -2500
17120 17120 17120 17120
30192 30192 30192 30192
31708 31708 31708 31708
21092 21092 21092 21092
2400 2400 2400 2400
-17208 -17208 -17208 -17208
-30228 -30228 -30228 -30228
-31684 -31684 -31684 -31684
-21012 -21012 -21012 -21012
-2300 -2300 -2300 -2300
17292 17292 17292 17292
30268 30268 30268 30268
31660 31660 31660 31660
20936 20936 20936 20936
2200 2200 2200 2200
-17376 -17376 -17376 -17376
-30304 -30304 -30304 -30304
-31636 -31636 -31636 -31636
-20860 -20860 -20860 -20860
-2100 -2100 -2100 -2100
17460 17460 17460 17460
30344 30344 30344 30344
31612 31612 31612 31612
20784 20784 20784 20784
2000 2000 2000 2000
-17548 -17548 -17548 -17548
-30380 -30380 -30380 -30380
-31584 -31584 -31584 -31584
-20704 -20704 -20704 -20704
-1900 -1900 -1900 -1900
17628 17628 17628 17628
30416 30416 30416 30416
31560 31560 31560 31560
20628 20628 20628 20628
1800 1800 1800 1800
-17716 -17716 -17716 -17716
-30452 -30452 -30452 -30452
-31536 -31536 -31536 -31536
-20552 -20552 -20552 -20552
-1700 -1700 -1700 -1700
17800 17800 17800 17800
30488 30488 30488 30488
31508 31508 31508 31508
20472 20472 20472 20472
1600 1600 1600 1600
-17880 -17880 -17880 -17880
-30524 -30524 -30524 -30524
-31484 -31484 -31484 -31484
-20396 -20396 -20396 -20396
-1500 -1500 -1500 -1500
17964 17964 17964 17964
30560 30560 30560 30560
31456 31456 31456 31456
20316 20316 20316 20316
1400 1400 1400 1400
-18048 -18048 -18048 -18048
-30592 -30592 -30592 -30592
-31428 -31428 -31428 -31428
-20236 -20236 -20236 -20236
-1300 -1300 -1300 -1300
18132 18132 18132 18132
30628 30628 30628 30628
31400 31400 31400 31400
20160 20160 20160 20160
1200 1200 1200 1200
-18216 -18216 -18216 -18216
-30660 -30660 -30660 -30660
-31372 -31372 -31372 -31372
-20080 -20080 -20080 -20080
-1100 -1100 -1100 -1100
18300 18300 18300 18300
30696 30696 30696 30696
31348 31348 31348 31348
20000 20000 20000 20000
1000 1000 1000 1000
-18380 -18380 -18380 -18380
-30732 -30732 -30732 -30732
-31320 -31320 -31320 -31320
-19920 -19920 -19920 -19920
-900 -900 -900 -900
18464 18464 18464 18464
30764 30764 30764 30764
31292 31292 31292 31292
19844 19844 19844 19844
800 800 800 800
-18548 -18548 -18548 -18548
-30796 -30796 -30796 -30796
-31260 -31260 -31260 -31260
-19764 -19764 -19764 -19764
-700 -700 -700 -700
18628 18628 18628 18628
30832 30832 30832 30832
31232 31232 31232 31232
19684 19684 19684 19684
600 600 600 600
-18712 -18712 -18712 -18712
-30864 -30864 -30864 -30864
-31204 -31204 -31204 -31204
-19604 -19604 -19604 -19604
-500 -500 -500 -500
18792 18792 18792 18792
30896 30896 30896 30896
31172 31172 31172 31172
19524 19524 19524 19524
400 400 400 400
